Transaction_ID,Sales_Agent_ID,Sales_Agent_Name,Customer_ID,Customer_Name,Product_ID,Product_Name,Date_of_Sale,Units_Sold,Unit_Price,Total_Sale_Amount,Approved_Rebate_Rate,Approved_Incentive_Rate
T202508-01547,S011,Agent 11,C0066,Customer 66,P005,Product A5,2025-08-09,3,92.19,276.57,0.0500,0.0200
T202508-01548,S025,Agent 25,C0016,Customer 16,P010,Product A10,2025-08-02,11,98.10,1079.10,0.0500,0.0200
T202508-01549,S009,Agent 9,C0209,Customer 209,P007,Product A7,2025-08-03,15,52.65,789.75,0.0500,0.0200
T202508-01550,S016, Agent 16 ,C0052, Customer 52 ,P016,Product B6,2025-08-21,6,176.86,1061.16,0.1000,0.0200
T202508-01551,S016,Agent 16,C0028,Customer 28,P004,Product A4,14-Aug-2025,25,139.22,3480.50,0.0500,0.0200
T202508-01552,S007,Agent 7,C0158,Customer 158,P017,Product B7,08-23-25,15,144.35,2165.25,0.1000,0.0200
T202508-01553,S009, Agent 9 ,C0027,Customer 27  ,P001,Product A1,2025-08-19,3,113.94,341.82,0.0500,0.0200
T202508-01554,S024,Agent 24,C0065,Customer 65,P020,Product B10,2025-08-29,1,183.40,183.40,0.1000,0.0200
T202508-01555,S016,Agent 16,C0039,Customer 39,P017,Product B7,2025-08-30,1,144.35,144.35,0.1000,0.0200
T202508-01556,S002,Agent 2,C0171,Customer 171,P010,Product A10,2025-08-23,5,130.94,654.70,0.0500,0.0200
T202508-01557,S011,Agent 11,C0101,Customer 101,P015,Product B5,2025-08-23,17,181.70,3088.90,0.1000,0.0200
T202508-01558,S025,Agent 25,C0126,Customer 126,P012,Product B2,2025-08-28,13,120.83,1570.79,0.1300,0.0200
T202508-01559,S024,Agent 24,C0200,Customer 200,P021,Product C1,2025-08-18,3,93.41,280.23,0.0000,0.0200
T202508-01560,S008,Agent 8,C0001,Customer 1,P010,Product A10,2025-08-27,23,130.94,3011.62,0.0500,0.0200
T202508-01561,S025,Agent 25,C0124,Customer 124,P004,Product A4,2025-08-30,18,139.22,2505.96,0.0500,0.0200
T202508-01562,S012, Agent 12 ,C0086, Customer 86 ,P018,Product B8,2025-08-02,13,125.42,1630.46,0.1000,0.0200
T202508-01563,S021,Agent 21,,Customer 166,P003,Product A3,2025-08-28,18,123.65,2225.70,0.0500,0.0200
T202508-01564,S011,Agent 11,C0021,Customer 21,P023,Product C3,2025-08-25,25,37.18,929.50,0.0000,0.0200
T202508-01565,S010,Agent 10,C0166,Customer 166,P006,Product A6,2025-08-02,18,71.86,1293.48,0.0900,0.0200
T202508-01566,S013,Agent 13,C0170,Customer 170,P005,Product A5,2025-08-13,23,92.19,2120.37,0.0500,0.0200
T202508-01567,S029,Agent 29  ,C0028,Customer 28  ,P016,Product B6,2025-08-16,12,176.86,2122.32,0.1000,0.0200
T202508-01568,S003,Agent 3,C0162,Customer 162,P011,Product B1,2025-08-05,7,176.70,1236.90,0.1000,0.0200
T202508-01569,S002,Agent 2,C0050,Customer 50,P001,Product A1,2025-08-08,19,113.94,2164.86,0.0500,0.0200
T202508-01570,S016,Agent 16,C0100,Customer 100,P002,Product A2,21-Aug-2025,18,77.50,1395.00,0.0500,0.0200
T202508-01571,S010,Agent 10,C0128,Customer 128,P014,Product B4,2025-08-31,15,91.13,1366.95,0.1000,0.0200
T202508-01572,S001,Agent 1,C0010,Customer 10,P009,Product A9,2025-08-26,11,72.04,792.44,0.0500,0.0200
T202508-01573,S024,Agent 24,,Customer 11,P011,Product B1,2025-08-26,7,138.49,969.43,0.1000,0.0200
T202508-01574,S021,Agent 21,C0171,Customer 171,P014,Product B4,2025-08-28,22,91.13,2004.86,0.1000,0.0200
T202508-01575,S028,Agent 28,C0138,Customer 138,P004,Product A4,2025-08-08,19,139.22,2645.18,0.0500,0.0200
T202508-01576,S030,Agent 30,C0019,Customer 19,P001,Product A1,2025-08-16,5,80.45,402.25,0.0500,0.0200
T202508-01577,S021,Agent 21,C0005,Customer 5,P012,Product B2,2025-08-02,20,120.83,2416.60,0.1000,0.0200
T202508-01578,S008,Agent 8,C0180,Customer 180,P017,Product B7,2025-08-06,1,144.35,144.35,0.1300,0.0200
T202508-01579,S021,Agent 21,C0013,Customer 13,P026,Product C6,2025-08-15,4,53.21,212.84,0.0000,0.0200
T202508-01580,S020,Agent 20,C0044,Customer 44,P022,Product C2,08-27-25,3,50.51,151.53,0.0000,0.0200
T202508-01581,S027,Agent 27  ,C0028, Customer 28 ,P003,Product A3,2025-08-26,20,123.65,2473.00,0.0500,0.0200
T202508-01582,S020,Agent 20,C0057,Customer 57,P002,Product A2,2025-08-14,7,77.50,542.50,0.0500,0.0200
T202508-01583,S011, Agent 11 ,C0208,Customer 208  ,P022,Product C2,2025-08-22,24,50.51,1212.24,0.0000,0.0200
T202508-01584,S013,Agent 13,C0084,Customer 84,P004,Product A4,2025-08-19,22,139.22,3062.84,0.0500,0.0200
T202508-01585,S018,Agent 18,C0036,Customer 36,P009,Product A9,2025-08-25,7,72.04,504.28,0.0700,0.0200
T202508-01586,S002,Agent 2,C0152,Customer 152,P005,Product A5,2025-08-04,3,92.19,276.57,0.0500,0.0200
T202508-01587,S009,Agent 9,C0037,Customer 37,P019,Product B9,2025-08-23,6,179.53,1077.18,0.1200,0.0200
T202508-01588,S012,Agent 12,C0142,Customer 142,P005,Product A5,2025-08-30,8,92.19,737.52,0.0500,0.0200
T202508-01589,S019,Agent 19,C0011,Customer 11,P004,Product A4,2025/08/20,21,139.22,2923.62,0.0500,0.0200
T202508-01590,S013, Agent 13 ,C0200, Customer 200 ,P004,Product A4,03/08/2025,16,139.22,2227.52,0.0500,0.0200
T202508-01591,S001,Agent 1,C0002,Customer 2,P005,Product A5,2025-08-23,3,92.19,276.57,0.0500,0.0200
T202508-01592,S021,Agent 21,C0152,Customer 152,P025,Product C5,2025-08-23,14,87.21,1220.94,0.0000,0.0200
T202508-01593,S026,Agent 26,C0203,Customer 203,P020,Product B10,2025-08-05,23,183.40,4218.20,0.1000,0.0200
T202508-01594,S007,Agent 7,C0037,Customer 37,P016,Product B6,2025-08-15,17,176.86,3006.62,0.1000,0.0200
T202508-01595,S014,Agent 14,C0062,Customer 62,P027,Product C7,2025-08-23,20,54.03,1080.60,0.0000,0.0200
T202508-01596,S002,Agent 2,C0153,Customer 153,P005,Product A5,2025-08-20,16,92.19,1475.04,0.0500,0.0200
T202508-01597,S003,Agent 3,C0161,Customer 161,P022,Product C2,2025-08-12,10,50.51,505.10,0.0000,0.0200
T202508-01598,S014,Agent 14,C0002,Customer 2,P014,Product B4,2025-08-04,7,91.13,637.91,0.1200,0.0200
T202508-01599,S017,Agent 17,C0025,Customer 25,P016,Product B6,2025-08-18,25,176.86,4421.50,0.1000,0.0200
T202508-01600,S017,Agent 17,C0057,Customer 57,P012,Product B2,2025-08-22,21,120.83,2537.43,0.1000,0.0200
T202508-01601,S007,Agent 7  ,C0071,Customer 71  ,P002,Product A2,2025-08-26,4,77.50,310.00,0.0500,0.0200
T202508-01602,S005,Agent 5  ,C0176,Customer 176  ,P023,Product C3,2025-08-16,16,37.18,594.88,0.0000,0.0200
T202508-01603,S006,Agent 6,C0041,Customer 41,P017,Product B7,2025-08-02,2,144.35,288.70,0.1000,0.0200
T202508-01604,S021,Agent 21,C0094,Customer 94,P008,Product A8,09/08/2025,14,114.99,1609.86,0.0500,0.0200
T202508-01605,S011,Agent 11,C0158,Customer 158,P021,Product C1,08-15-25,25,93.41,2335.25,0.0000,0.0200
T202508-01606,S002,Agent 2,C0027,Customer 27,P019,Product B9,2025-08-06,18,179.53,3231.54,0.1000,0.0200
T202508-01607,S006,Agent 6,C0202,Customer 202,P001,Product A1,2025-08-04,17,113.94,1936.98,0.0500,0.0200
T202508-01608,S003,Agent 3,C0061,Customer 61,P019,Product B9,19-Aug-2025,19,179.53,3411.07,0.1000,0.0200
T202508-01609,S011,Agent 11,C0108,Customer 108,P005,Product A5,2025/08/29,22,92.19,2028.18,0.0700,0.0200
T202508-01610,S011,Agent 11,C0059,Customer 59,P020,Product B10,2025-08-08,11,183.40,2017.40,0.1000,0.0200
T202508-01611,S004,Agent 4,C0061,Customer 61,P019,Product B9,2025-08-13,7,179.53,1256.71,0.1000,0.0200
T202508-01612,S029,Agent 29,C0057,Customer 57,P002,Product A2,2025-08-16,19,77.50,1472.50,0.0500,0.0200
T202508-01613,S002,Agent 2,C0112,Customer 112,P004,Product A4,2025-08-15,20,139.22,2784.40,0.0500,0.0200
T202508-01614,S006,Agent 6,C0100,Customer 100,P010,Product A10,2025-08-24,15,130.94,1964.10,0.0500,0.0200
T202508-01615,S007,Agent 7,C0162,Customer 162,P009,Product A9,2025-08-07,9,54.44,489.96,0.0500,0.0200
T202508-01616,S011,Agent 11,C0033,Customer 33,P001,Product A1,2025-08-02,19,113.94,2164.86,0.0500,0.0200
T202508-01617,S009,Agent 9,C0035,Customer 35,P003,Product A3,2025-08-15,15,123.65,1854.75,0.0500,0.0200
T202508-01618,S014,Agent 14,C0044,Customer 44,P020,Product B10,2025-08-29,8,183.40,1467.20,0.1000,0.0200
T202508-01619,S010,Agent 10,C0155,Customer 155,P004,Product A4,31-Aug-2025,21,139.22,2923.62,0.0500,0.0200
T202508-01620,S020,Agent 20,C0044,Customer 44,P015,Product B5,2025-08-28,18,181.70,3270.60,0.1200,0.0200
T202508-01621,S008,Agent 8,C0023,Customer 23,P011,Product B1,16/08/2025,17,176.70,3003.90,0.1000,0.0200
T202508-01622,S028,Agent 28  ,C0056,Customer 56  ,P015,Product B5,2025-08-09,15,181.70,2725.50,0.1000,0.0200
T202508-01623,S001,Agent 1,C0187,Customer 187,P011,Product B1,2025-08-08,8,176.70,1413.60,0.1000,0.0200
T202508-01624,S011,Agent 11,C0112,Customer 112,P015,Product B5,2025-08-31,19,181.70,3452.30,0.1000,0.0200
T202508-01625,S005,Agent 5,C0147,Customer 147,P025,Product C5,2025-08-02,14,87.21,1220.94,0.0000,0.0200
T202508-01626,S002,Agent 2,C0121,Customer 121,P019,Product B9,2025-08-02,17,179.53,3052.01,0.1000,0.0200
T202508-01627,S014,Agent 14,C0136,Customer 136,P010,Product A10,08-27-25,23,130.94,3011.62,0.0500,0.0200
T202508-01628,S004,Agent 4,C0116,Customer 116,P013,Product B3,2025-08-18,3,194.87,584.61,0.1000,0.0200
T202508-01629,S025,Agent 25  ,C0004,Customer 4  ,P018,Product B8,08-31-25,14,125.42,1755.88,0.1000,0.0200
T202508-01630,S007,Agent 7,C0034,Customer 34,P009,Product A9,2025-08-21,8,72.04,576.32,0.0500,0.0200
T202508-01631,S003,Agent 3,C0005,Customer 5,P012,Product B2,2025-08-06,10,120.83,1208.30,0.1000,0.0200
T202508-01632,S023,Agent 23,C0118,Customer 118,P023,Product C3,19/08/2025,24,37.18,892.32,0.0000,0.0200
T202508-01633,S001,Agent 1,C0117,Customer 117,P012,Product B2,28-Aug-2025,5,120.83,604.15,0.1000,0.0200
T202508-01634,S023,Agent 23,C0104,Customer 104,P005,Product A5,2025-08-21,12,92.19,1106.28,0.0500,0.0200
T202508-01635,S015,Agent 15,C0181,Customer 181,P016,Product B6,2025-08-03,21,176.86,3714.06,0.1000,0.0200
T202508-01636,S013,Agent 13,C0177,Customer 177,P009,Product A9,2025-08-10,2,72.04,144.08,0.0500,0.0200
T202508-01637,S014,Agent 14,C0193,Customer 193,P007,Product A7,2025-08-18,20,52.65,1053.00,0.0500,0.0200
T202508-01638,S019,Agent 19,C0204,Customer 204,P006,Product A6,2025-08-03,22,71.86,1580.92,0.0500,0.0200
T202508-01639,S020,Agent 20,C0086,Customer 86,P019,Product B9,2025-08-17,2,179.53,359.06,0.1000,0.0200
T202508-01640,S030,Agent 30,C0173,Customer 173,,Product A10,2025-08-04,2,130.94,261.88,0.0500,0.0200
T202508-01641,S013,Agent 13,C0094,Customer 94,P012,Product B2,2025-08-12,2,120.83,241.66,0.1000,0.0200
T202508-01642,S012,Agent 12,C0045,Customer 45,P017,Product B7,03/08/2025,23,144.35,3320.05,0.1000,0.0200
T202508-01643,S018, Agent 18 ,C0182,Customer 182  ,P020,Product B10,2025-08-11,5,183.40,917.00,0.1000,0.0200
T202508-01644,S008,Agent 8,C0139,Customer 139,P003,Product A3,2025-08-24,16,123.65,1978.40,0.0500,0.0200
T202508-01645,S025,Agent 25,C0149,Customer 149,P024,Product C4,2025-08-07,23,39.09,899.07,0.0000,0.0200
T202508-01646,S025,Agent 25,,Customer 191,P020,Product B10,2025/08/12,11,183.40,2017.40,0.1200,0.0200
T202508-01647,S029,Agent 29,C0069,Customer 69,P013,Product B3,2025-08-09,14,194.87,2728.18,0.1000,0.0200
T202508-01648,S002,Agent 2,C0017,Customer 17,P010,Product A10,16/08/2025,15,130.94,1964.10,0.0500,0.0200
T202508-01649,S017,Agent 17,C0135,Customer 135,P022,Product C2,23/08/2025,16,39.54,632.64,0.0000,0.0200
T202508-01650,S018,Agent 18,C0174,Customer 174,P022,Product C2,2025-08-15,10,50.51,505.10,0.0000,0.0200
T202508-01651,S020,Agent 20,C0095,Customer 95,P020,Product B10,2025-08-26,23,183.40,4218.20,0.1000,0.0200
T202508-01652,S029,Agent 29,C0017,Customer 17,P005,Product A5,2025-08-03,15,92.19,1382.85,0.0500,0.0200
T202508-01653,S003, Agent 3 ,C0101, Customer 101 ,P025,Product C5,2025-08-31,10,87.21,872.10,0.0000,0.0200
T202508-01654,S003,Agent 3,C0028,Customer 28,P005,Product A5,2025-08-23,4,92.19,368.76,0.0500,0.0200
T202508-01655,S005,Agent 5  ,C0128, Customer 128 ,P004,Product A4,2025-08-17,7,139.22,974.54,0.0500,0.0200
T202508-01656,S021,Agent 21,C0006,Customer 6,P008,Product A8,18-Aug-2025,22,114.99,2529.78,0.0500,0.0200
T202508-01657,S030,Agent 30,C0034,Customer 34,P012,Product B2,2025-08-15,14,120.83,1691.62,0.1000,0.0200
T202508-01658,S024,Agent 24,C0166,Customer 166,P001,Product A1,2025-08-03,7,113.94,797.58,0.0500,0.0200
T202508-01659,S001,Agent 1,C0206,Customer 206,P006,Product A6,2025-08-21,17,71.86,1221.62,0.0500,0.0200
T202508-01660,S011,Agent 11,C0106,Customer 106,P015,Product B5,2025/08/21,21,181.70,3815.70,0.1000,0.0200
T202508-01661,S026,Agent 26,C0084,Customer 84,P013,Product B3,2025-08-23,22,194.87,4287.14,0.1000,0.0200
T202508-01662,S017, Agent 17 ,C0216, Customer 216 ,P014,Product B4,2025-08-10,15,91.13,1366.95,0.1000,0.0200
T202508-01663,S019,Agent 19,C0034,Customer 34,P025,Product C5,2025-08-06,10,87.21,872.10,0.0000,0.0200
T202508-01664,S026,Agent 26,C0067,Customer 67,P006,Product A6,10/08/2025,12,71.86,862.32,0.0500,0.0200
T202508-01665,S025,Agent 25,C0217,Customer 217,P002,Product A2,2025/08/10,12,77.50,930.00,0.0500,0.0200
T202508-01666,S015,Agent 15,C0043,Customer 43,P016,Product B6,2025-08-23,6,176.86,1061.16,0.1000,0.0200
T202508-01667,S018,Agent 18,C0074,Customer 74,P005,Product A5,2025-08-27,6,92.19,553.14,0.0800,0.0200
T202508-01668,S023,Agent 23,C0178,Customer 178,P026,Product C6,2025-08-06,5,63.32,316.60,0.0500,0.0200
T202508-01669,S008,Agent 8,C0030,Customer 30,P002,Product A2,2025-08-19,11,77.50,852.50,0.0900,0.0200
T202508-01670,S005,Agent 5,C0113,Customer 113,P007,Product A7,2025/08/07,6,52.65,315.90,0.0700,0.0200
T202508-01671,S018,Agent 18,C0182,Customer 182,P001,Product A1,2025-08-12,11,113.94,1253.34,0.0500,0.0200
T202508-01672,S005,Agent 5,C0096,Customer 96,P012,Product B2,2025-08-18,6,120.83,724.98,0.1000,0.0200
T202508-01673,S010,Agent 10,C0032,Customer 32,P027,Product C7,2025-08-30,13,54.03,702.39,0.0000,0.0200
T202508-01674,S016,Agent 16,C0197,Customer 197,P004,Product A4,2025-08-30,15,139.22,2088.30,0.0500,0.0200
T202508-01675,S011,Agent 11,C0040,Customer 40,P001,Product A1,18/08/2025,24,113.94,2734.56,0.0500,0.0200
T202508-01676,S017, Agent 17 ,C0085, Customer 85 ,P017,Product B7,16/08/2025,10,144.35,1443.50,0.1000,0.0200
T202508-01677,S029,Agent 29,C0075,Customer 75,P029,Product C9,19-Aug-2025,25,45.40,1135.00,0.0000,0.0200
T202508-01678,S022,Agent 22,C0038,Customer 38,P020,Product B10,2025-08-30,24,183.40,4401.60,0.1200,0.0200
T202508-01679,S030,Agent 30,C0114,Customer 114,P009,Product A9,2025-08-24,4,72.04,288.16,0.0500,0.0200
T202508-01680,S016,Agent 16,C0011,Customer 11,P004,Product A4,2025-08-04,18,139.22,2505.96,0.0500,0.0200
T202508-01681,S010,Agent 10,C0007,Customer 7,P011,Product B1,2025-08-15,8,176.70,1413.60,0.1000,0.0200
T202508-01682,S012,Agent 12,C0024,Customer 24,P009,Product A9,2025-08-21,20,72.04,1440.80,0.0500,0.0200
T202508-01683,S007,Agent 7,C0150,Customer 150,P014,Product B4,2025-08-09,25,91.13,2278.25,0.1000,0.0200
T202508-01684,S007,Agent 7,,Customer 6,P003,Product A3,2025-08-22,15,123.65,1854.75,0.0500,0.0200
T202508-01685,S022,Agent 22,C0023,Customer 23,P029,Product C9,2025-08-07,13,45.40,590.20,0.0000,0.0200
T202508-01686,S016,Agent 16,C0082,Customer 82,P016,Product B6,2025-08-31,17,176.86,3006.62,0.1000,0.0200
T202508-01687,S002,Agent 2,C0171,Customer 171,P010,Product A10,2025-08-23,5,130.94,654.70,0.0500,0.0200
T202508-01688,S028,Agent 28,C0110,Customer 110,P010,Product A10,2025-08-01,12,130.94,1571.28,0.0500,0.0200
T202508-01689,S010,Agent 10,C0089,Customer 89,P009,Product A9,2025-08-28,15,72.04,1080.60,0.0500,0.0200
T202508-01690,S018,Agent 18,C0023,Customer 23,P006,Product A6,2025-08-24,15,71.86,1077.90,0.0500,0.0200
T202508-01691,S014,Agent 14,C0206,Customer 206,P012,Product B2,2025-08-26,6,120.83,724.98,0.1500,0.0200
T202508-01692,S024,Agent 24,C0109,Customer 109,P019,Product B9,08-05-25,14,179.53,2513.42,0.1000,0.0200
T202508-01693,S027,Agent 27,C0151,Customer 151,P015,Product B5,07-Aug-2025,5,181.70,908.50,0.1200,0.0200
T202508-01694,S010,Agent 10,C0122,Customer 122,P030,Product C10,2025-08-11,17,44.71,760.07,0.0000,0.0200
T202508-01695,S003,Agent 3,C0152,Customer 152,P019,Product B9,2025-08-01,3,179.53,538.59,0.1000,0.0200
T202508-01696,S014,Agent 14,C0164,Customer 164,P026,Product C6,2025/08/06,14,63.32,886.48,0.0000,0.0200
T202508-01697,S018,Agent 18,C0119,Customer 119,P018,Product B8,30/08/2025,25,125.42,3135.50,0.1000,0.0200
T202508-01698,S005,Agent 5,C0052,Customer 52,P005,Product A5,08-10-25,13,92.19,1198.47,0.0500,0.0200
T202508-01699,S018,Agent 18,C0126,Customer 126,P002,Product A2,2025-08-27,10,77.50,775.00,0.0500,0.0200
T202508-01700,S019,Agent 19,C0078,Customer 78,P013,Product B3,2025-08-15,24,194.87,4676.88,0.1200,0.0200
T202508-01701,S008,Agent 8,C0007,Customer 7,P020,Product B10,2025-08-09,5,183.40,917.00,0.1000,0.0200
T202508-01702,S010,Agent 10,C0164,Customer 164,P022,Product C2,2025-08-04,16,36.75,588.00,0.0000,0.0200
T202508-01703,S021,Agent 21,C0171,Customer 171,P025,Product C5,2025-08-06,14,87.21,1220.94,0.0000,0.0200
T202508-01704,S016,Agent 16,C0177,Customer 177,P017,Product B7,2025-08-04,1,144.35,144.35,0.1000,0.0200
T202508-01705,S025,Agent 25,C0071,Customer 71,P013,Product B3,2025-08-20,3,194.87,584.61,0.1000,0.0200
T202508-01706,S024,Agent 24,C0093,Customer 93,P015,Product B5,2025-08-14,19,181.70,3452.30,0.1000,0.0200
T202508-01707,S028,Agent 28,C0067,Customer 67,P016,Product B6,2025-08-23,16,176.86,2829.76,0.1000,0.0200
T202508-01708,S027,Agent 27,C0031,Customer 31,P010,Product A10,2025-08-19,24,130.94,3142.56,0.0500,0.0200
T202508-01709,S001,Agent 1,C0217,Customer 217,P007,Product A7,2025-08-02,19,52.65,1000.35,0.0500,0.0200
T202508-01710,S005,Agent 5,C0082,Customer 82,P012,Product B2,2025-08-05,23,120.83,2779.09,0.1000,0.0200
T202508-01711,S012, Agent 12 ,C0042,Customer 42  ,P002,Product A2,2025-08-14,12,77.50,930.00,0.0500,0.0200
T202508-01712,S021,Agent 21,C0092,Customer 92,P002,Product A2,2025-08-17,10,77.50,775.00,0.0500,0.0200
T202508-01713,S021,Agent 21,C0020,Customer 20,P013,Product B3,2025-08-21,25,194.87,4871.75,0.1000,0.0200
T202508-01714,S006,Agent 6,C0196,Customer 196,P003,Product A3,2025-08-06,25,123.65,3091.25,0.0500,0.0200
T202508-01715,S018,Agent 18,C0083,Customer 83,,Product C4,08-26-25,22,39.09,859.98,0.0000,0.0200
T202508-01716,S010,Agent 10,C0070,Customer 70,P018,Product B8,2025-08-12,23,125.42,2884.66,0.1000,0.0200
T202508-01717,S004, Agent 4 ,C0137, Customer 137 ,P015,Product B5,2025-08-01,5,181.70,908.50,0.1000,0.0200
T202508-01718,S005,Agent 5,C0133,Customer 133,P008,Product A8,2025/08/16,25,114.99,2874.75,0.0500,0.0200
T202508-01719,S014,Agent 14,C0088,Customer 88,P027,Product C7,04-Aug-2025,6,54.03,324.18,0.0000,0.0200
T202508-01720,S007,Agent 7,C0040,Customer 40,P013,Product B3,2025-08-26,7,194.87,1364.09,0.1000,0.0200
T202508-01721,S029,Agent 29,C0144,Customer 144,P016,Product B6,2025-08-28,17,176.86,3006.62,0.1000,0.0200
T202508-01722,S018,Agent 18,C0183,Customer 183,P014,Product B4,2025-08-26,25,91.13,2278.25,0.1000,0.0200
T202508-01723,S004,Agent 4,C0107,Customer 107,P012,Product B2,2025-08-04,3,120.83,362.49,0.1000,0.0200
T202508-01724,S027,Agent 27,C0034,Customer 34,P027,Product C7,08-12-25,16,54.03,864.48,0.0000,0.0200
T202508-01725,S010,Agent 10,,Customer 177,P010,Product A10,2025-08-29,15,130.94,1964.10,0.0500,0.0200
T202508-01726,S020,Agent 20,C0134,Customer 134,P020,Product B10,2025-08-06,11,183.40,2017.40,0.1000,0.0200
T202508-01727,S023,Agent 23,C0078,Customer 78,P001,Product A1,2025-08-08,4,113.94,455.76,0.0500,0.0200
T202508-01728,S005,Agent 5,C0220,Customer 220,P018,Product B8,2025-08-08,23,125.42,2884.66,0.1000,0.0200
T202508-01729,S010,Agent 10,,Customer 33,P006,Product A6,2025-08-14,3,71.86,215.58,0.0500,0.0200
T202508-01730,S023,Agent 23,C0196,Customer 196,P020,Product B10,2025/08/01,3,183.40,550.20,0.1000,0.0200
T202508-01731,S025,Agent 25,C0124,Customer 124,P019,Product B9,2025-08-07,2,179.53,359.06,0.1000,0.0200
T202508-01732,S004,Agent 4,C0009,Customer 9,P020,Product B10,2025-08-19,17,183.40,3117.80,0.1000,0.0200
T202508-01733,S002,Agent 2,C0121,Customer 121,P003,Product A3,2025-08-02,9,123.65,1112.85,0.0500,0.0200
T202508-01734,S003,Agent 3,C0078,Customer 78,P017,Product B7,2025-08-04,25,144.35,3608.75,0.1000,0.0200
T202508-01735,S026,Agent 26,C0032,Customer 32,P027,Product C7,08-19-25,7,54.03,378.21,0.0000,0.0200
T202508-01736,S029,Agent 29,C0052,Customer 52,P005,Product A5,2025-08-01,12,92.19,1106.28,0.0700,0.0200
T202508-01737,S003,Agent 3,C0038,Customer 38,P023,Product C3,08-31-25,9,37.18,334.62,0.0000,0.0200
T202508-01738,S019,Agent 19,C0090,Customer 90,P009,Product A9,08-25-25,17,72.04,1224.68,0.0500,0.0200
T202508-01739,S024,Agent 24,C0157,Customer 157,P007,Product A7,2025-08-03,19,52.65,1000.35,0.0500,0.0200
T202508-01740,S004,Agent 4,C0210,Customer 210,P015,Product B5,17-Aug-2025,1,181.70,181.70,0.1000,0.0200
T202508-01741,S007,Agent 7  ,C0184,Customer 184  ,P005,Product A5,2025-08-06,10,92.19,921.90,0.0500,0.0200
T202508-01742,S029,Agent 29,C0194,Customer 194,P014,Product B4,2025-08-04,24,77.48,1859.52,0.1000,0.0200
T202508-01743,S030,Agent 30,C0055,Customer 55,P027,Product C7,2025-08-16,23,54.03,1242.69,0.0000,0.0200
T202508-01744,S012,Agent 12  ,C0179,Customer 179  ,P015,Product B5,2025-08-22,15,181.70,2725.50,0.1000,0.0200
T202508-01745,S004,Agent 4,C0047,Customer 47,P022,Product C2,2025-08-14,13,50.51,656.63,0.0000,0.0200
T202508-01746,S007, Agent 7 ,C0132,Customer 132  ,P006,Product A6,2025/08/25,4,71.86,287.44,0.0500,0.0200
T202508-01747,S011,Agent 11,C0032,Customer 32,P012,Product B2,2025-08-05,17,92.30,1569.10,0.1000,0.0200
T202508-01748,S016,Agent 16,C0196,Customer 196,P010,Product A10,08-18-25,10,130.94,1309.40,0.0500,0.0200
T202508-01749,S024,Agent 24,C0011,Customer 11,P003,Product A3,2025-08-04,16,123.65,1978.40,0.0500,0.0200
T202508-01750,S013,Agent 13,C0073,Customer 73,P012,Product B2,2025-08-10,24,93.56,2245.44,0.1000,0.0200
T202508-01751,S022,Agent 22,C0216,Customer 216,P012,Product B2,2025-08-14,18,120.83,2174.94,0.1000,0.0200
T202508-01752,S010,Agent 10,C0219,Customer 219,P011,Product B1,2025-08-29,3,176.70,530.10,0.1000,0.0200
T202508-01753,S027,Agent 27,C0206,Customer 206,P012,Product B2,12/08/2025,22,120.83,2658.26,0.1000,0.0200
T202508-01754,S006,Agent 6,,Customer 4,P030,Product C10,2025/08/22,16,44.71,715.36,0.0000,0.0200
T202508-01755,S004,Agent 4,C0102,Customer 102,P011,Product B1,08-22-25,22,176.70,3887.40,0.1000,0.0200
T202508-01756,S003,Agent 3,C0031,Customer 31,P004,Product A4,2025-08-23,13,101.79,1323.27,0.0500,0.0200
T202508-01757,S019,Agent 19  ,C0027,Customer 27  ,P019,Product B9,2025-08-03,6,179.53,1077.18,0.1000,0.0200
T202508-01758,S012,Agent 12,C0051,Customer 51,P009,Product A9,2025-08-28,20,72.04,1440.80,0.0500,0.0200
T202508-01759,S013,Agent 13,C0032,Customer 32,P006,Product A6,2025/08/24,14,71.86,1006.04,0.0500,0.0200
T202508-01760,S016, Agent 16 ,C0072,Customer 72  ,P020,Product B10,2025-08-19,25,183.40,4585.00,0.1000,0.0200
T202508-01761,S019,Agent 19,C0070,Customer 70,P019,Product B9,2025-08-31,21,179.53,3770.13,0.1000,0.0200
T202508-01762,S013,Agent 13,C0092,Customer 92,P012,Product B2,2025-08-31,20,120.83,2416.60,0.1000,0.0200
T202508-01763,S013,Agent 13,C0125,Customer 125,P013,Product B3,25-Aug-2025,5,194.87,974.35,0.1000,0.0200
T202508-01764,S015,Agent 15,C0028,Customer 28,P004,Product A4,2025-08-16,16,139.22,2227.52,0.0500,0.0200
T202508-01765,S008,Agent 8,C0161,Customer 161,P028,Product C8,2025/08/04,1,88.32,88.32,0.0000,0.0200
T202508-01766,S024,Agent 24,C0014,Customer 14,P022,Product C2,2025-08-22,16,50.51,808.16,0.0000,0.0200
T202508-01767,S001,Agent 1,C0046,Customer 46,P010,Product A10,2025-08-11,22,130.94,2880.68,0.0500,0.0200
T202508-01768,S005,Agent 5,C0078,Customer 78,P016,Product B6,2025-08-25,4,176.86,707.44,0.1000,0.0200
T202508-01769,S003,Agent 3,,Customer 170,P019,Product B9,16-Aug-2025,25,179.53,4488.25,0.1000,0.0200
T202508-01770,S026,Agent 26,C0120,Customer 120,P006,Product A6,16-Aug-2025,22,71.86,1580.92,0.0800,0.0200
